id,id_genero,titulo,resumo,lancamento,idioma_original,poster
699102,"[18, 10402, 10749, 35]",A Week Away,"Troubled teen Will Hawkins has a run-in with the law that puts him at an important crossroad: go to juvenile detention or attend a Christian summer camp. At first a fish-out-of-water, Will opens his heart, discovers love with a camp regular, and sense of belonging in the last place he expected to find it.",2021-03-26,en,/htTS07IvYv3rv57ftzNEprefwSq.jpg
242090,"[10749, 35, 18]",The One I Love,"On the brink of separation, Ethan and Sophie escape to a beautiful vacation house for a weekend getaway in an attempt to save their marriage. What begins as a romantic and fun retreat soon becomes surreal, when an unexpected discovery forces the two to examine themselves, their relationship, and their future.",2014-08-08,en,/ewsYTI6KKQw3IDPFmVVbHq89kxv.jpg
25508,"[27, 18, 9648]",Cat People,"Serbian fashion designer Irena Dubrovna and American marine engineer Oliver Reed meet in Central Park, fall in love, and marry after a brief courtship; but Irena won't consummate the union for fear that she will turn into a panther compelled to kill her lover, pursuant to a belief harbored by her home village.",1942-12-05,en,/39h9ZN4Y7HND8TrwkFol9ruoOq8.jpg
4789,"[18, 10752]",The Garden of the Finzi-Continis,"In late 1930s Ferrara, Italy, the Finzi-Continis are a leading family: wealthy, aristocratic, and urbane; they are also Jewish. Their adult children, Micol and Alberto, gather a diverse circle of friends for tennis and parties at their villa with its lovely grounds, and try to keep the rest of the world at bay. But tensions between them all grow as anti-Semitism rises in Fascist Italy, and even the Finzi-Continis will have to confront the Holocaust.",1970-12-04,it,/1X9kYcsKvoI3jwINGYT3psebxgN.jpg
2295,[35],Clerks II,"A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire.",2006-07-21,en,/cLSW0nW94XT0DmBS69ublcLfQ9c.jpg
913290,"[27, 9648, 53]",Barbarian,"In town for a job interview, a young woman arrives at her Airbnb late at night only to find that it has been mistakenly double-booked and a strange man is already staying there. Against her better judgement, she decides to stay the night anyway.",2022-09-08,en,/idT5mnqPcJgSkvpDX7pJffBzdVH.jpg
384680,"[37, 18, 36]",Hostiles,A legendary Native American-hating Army captain nearing retirement in 1892 is given one last assignment: to escort a Cheyenne chief and his family through dangerous territory back to his Montana reservation.,2017-12-22,en,/rqoezyB51GfhiloOB5ZErg5HXas.jpg
93456,"[16, 35, 10751]",Despicable Me 2,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,2013-06-26,en,/5Fh4NdoEnCjCK9wLjdJ9DJNFl2b.jpg
29193,"[18, 9648, 53]",The Spanish Prisoner,An inventor of a secret process suddenly finds himself alone as both his friends and the corporation he works for turn against him.,1997-12-03,en,/cwkWlWfFrvH6WW6ovX5gfGHo7ks.jpg
14295,[18],You Can Count on Me,"A single mother's life is thrown into turmoil after her struggling, rarely-seen younger brother returns to town.",2000-11-17,en,/7mGFmij1FZD5eUnNwvUjmpqrDl6.jpg
11329,"[18, 53]",Runaway Jury,A juror on the inside and a woman on the outside manipulate a court trial involving a major gun manufacturer.,2003-01-16,en,/g58RA1zzE39KnkRpKRfgA5RxoXP.jpg
818397,"[28, 53, 80]",Memory,"Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust.",2022-04-28,en,/4Q1n3TwieoULnuaztu9aFjqHDTI.jpg
741074,"[16, 10751, 35, 14]",Once Upon a Snowman,"The previously untold origins of Olaf, the innocent and insightful, summer-loving snowman are revealed as we follow Olaf’s first steps as he comes to life and searches for his identity in the snowy mountains outside Arendelle.",2020-10-23,en,/hddzYJtfYYeMDOQVcH58n8m1W3A.jpg
400136,"[16, 27, 12, 28, 878]",Resident Evil: Vendetta,BSAA Chris Redfield enlists the help of government agent Leon S. Kennedy and Professor Rebecca Chambers from Alexander Institute of Biotechnology to stop a death merchant with a vengeance from spreading a deadly virus in New York.,2017-05-27,ja,/r27iDZNaoyLJyKlD8eNchRtvq8C.jpg
192141,[53],No Escape,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",2015-08-26,en,/6WLnzTG4Hz3lFvfZGSsyB8NFGgM.jpg
51162,"[16, 10751, 12]",Winnie the Pooh,"During an ordinary day in Hundred Acre Wood, Winnie the Pooh sets out to find some honey. Misinterpreting a note from Christopher Robin, Owl convinces Pooh, Tigger, Rabbit, Piglet, Kanga, Roo, and Eeyore that their young friend has been captured by a creature named ""Backson"" and they set out to rescue him.",2011-04-06,en,/wMZU69sPEP8dSNU0nMWVt7b54EQ.jpg
16270,"[10749, 35]",Career Opportunities,"Josie, the daughter of the town's wealthiest businessman, faces problems at home and wishes to leave town but is disoriented. Her decision is finalized after she falls asleep in a Target dressing room. She awakens to find herself locked in the store overnight with the janitor, Jim, the town ""no hoper"" and liar.",1991-03-29,en,/3xKSMJo5jbesT1oKRSmM6rynCQl.jpg
1770,"[10752, 18, 53, 36]",Michael Collins,"Michael Collins plays a crucial role in the establishment of the Irish Free State in the 1920s, but becomes vilified by those hoping to create a completely independent Irish republic.",1996-10-25,en,/brIBbU6t9glEGAKRTJ4PMj9OiDC.jpg
934761,"[35, 10749]",A Perfect Pairing,"To land a major client, an LA wine exec travels to an Australian sheep station, where she signs on as a ranch hand and hits it off with a rugged local.",2022-05-19,en,/h65lLhYEfRGOWVZzwX9n7vYOixf.jpg
522098,"[18, 35, 10749]",Babyteeth,A terminally ill teen upsets her parents when she falls in love with a small-time drug dealer.,2020-06-15,en,/aINpljdt3VVMrCLtJW4BektwYOp.jpg
337401,"[12, 14, 18, 28]",Mulan,"When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.",2020-09-04,en,/aKx1ARwG55zZ0GpRvU2WrGrCG9o.jpg
175112,"[16, 10751]",Tinker Bell and the Pirate Fairy,"Zarina, a smart and ambitious dust-keeper fairy who’s captivated by Blue Pixie Dust and its endless possibilities, flees Pixie Hollow and joins forces with the scheming pirates of Skull Rock, who make her captain of their ship. Tinker Bell and her friends must embark on an epic adventure to find Zarina, and together they go sword-to-sword with the band of pirates led by a cabin boy named James, who’ll soon be known as Captain Hook himself.",2014-02-13,en,/81oxrsugqqs8sAVNX9fdlz57cVU.jpg
45284,"[28, 80, 18]",Outrage,"When a tough yakuza gangster is betrayed by his bosses, it means all out war. Bodies pile up as he takes out everyone in his way to the top in a brutal quest for revenge.",2010-05-17,ja,/s6VVl5WKuGIDlSAm8hgvTsrzODK.jpg
14506,"[28, 12, 35, 14, 10751]",The Adventures of Baron Munchausen,An account of Baron Munchausen's supposed travels and fantastical experiences with his band of misfits.,1988-12-07,en,/oiOwGRqwrKpg1EMUlPgRjVC49bn.jpg
11393,[18],The Natural,An unknown middle-aged batter named Roy Hobbs with a mysterious past appears out of nowhere to take a losing 1930s baseball team to the top of the league.,1984-05-11,en,/u2QSNW1OgHRBeifcugmo7pG0uS9.jpg
762504,"[27, 9648, 878]",Nope,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",2022-07-20,en,/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg
338958,"[35, 10751, 14]",Disenchanted,"Disillusioned with life in the city, feeling out of place in suburbia, and frustrated that her happily ever after hasn’t been so easy to find, Giselle turns to the magic of Andalasia for help. Accidentally transforming the entire town into a real-life fairy tale and placing her family’s future happiness in jeopardy, she must race against time to reverse the spell and determine what happily ever after truly means to her and her family.",2022-11-18,en,/uyNLq2Dc3s4IOdcYTU8ZtM2lTjb.jpg
6471,[35],The Jerk,"After discovering he's not really black like the rest of his family, likable dimwit Navin Johnson runs off on a hilarious misadventure in this comedy classic that takes him from rags to riches and back to rags again. The slaphappy jerk strikes it rich, but life in the fast lane isn't all it's cracked up to be and, in the end, all that really matters to Johnson is his true love.",1979-12-14,en,/7uPt2OmkPmHLl3yz9CzZuWpNiOg.jpg
38408,"[35, 10749, 18]",Life As We Know It,"After a distastrous first date for caterer Holly and network sports director Messer, all they have is common is a dislike for each other and their love for their goddaughter Sophie. But when they suddenly become all Sophie has in this world, Holly and Messer must set their differences aside. Juggling careers and social calendars, they'll have to find common ground while living under the same roof.",2010-10-02,en,/zLzS2aOqKsS0QvEaY6SfBw4VBqh.jpg
590854,"[18, 53]",The Hater,A duplicitous young man finds success in the dark world of social media smear tactics — but his virtual vitriol soon has violent real-life consequences.,2020-03-06,pl,/fX3XYJZLumDtTfncHY233Cwiorj.jpg
527729,"[10751, 16, 35, 12]",Asterix: The Secret of the Magic Potion,"Following a fall during mistletoe picking, Druid Getafix decides that it is time to secure the future of the village. Accompanied by Asterix and Obelix, he undertakes to travel the Gallic world in search of a talented young druid to transmit the Secret of the Magic Potion.",2018-05-12,fr,/wmMq5ypRNJbWpdhC9aPjpdx1MMp.jpg
11617,[37],Rio Grande,"Lt. Col. Kirby Yorke is posted on the Texas frontier to defend settlers against depredations of marauding Apaches. Col. Yorke is under considerable stress by a serious shortage of troops of his command. Tension is added when Yorke's son (whom he hasn't seen in fifteen years), Trooper Jeff Yorke, is one of 18 recruits sent to the regiment.",1950-11-15,en,/zYoK2RkBCmyhIV6UUb6EZLqxmZq.jpg
11561,"[35, 10749, 878]",Sleeper,"Miles Monroe, a clarinet-playing health food store proprietor, is revived out of cryostasis 200 years into a future world in order to help rebels fight an oppressive government regime.",1973-12-17,en,/YTYSziZZP5aXt5CDvdEMwKDzme.jpg
9942,[35],Major League,"When Rachel Phelps inherits the Cleveland Indians from her deceased husband, she's determined to move the team to a warmer climate—but only a losing season will make that possible, which should be easy given the misfits she's hired. Rachel is sure her dream will come true, but she underestimates their will to succeed.",1989-02-16,en,/o8uO64psLnagA0urtVxMFBNERVr.jpg
8291,"[18, 10749]",Poetic Justice,"Still grieving after the murder of her boyfriend, hairdresser Justice writes poetry to deal with the pain of her loss. Unable to get to Oakland to attend a convention because of her broken-down car, Justice gets a lift with her friend, Iesha and Iesha's postal worker boyfriend, Chicago. Along for the ride is Chicago's co-worker, Lucky, to whom Justice grows close after some initial problems. But is she ready to open her heart again?",1993-07-23,en,/6jE7Vzh3edBQtbbDcF4AC5gMX2g.jpg
423646,"[18, 80]",In the Fade,"Katja's life collapses after a senseless act impacts her. After a time of mourning and injustice, she seeks revenge.",2017-11-23,de,/n53oMPqwnZxnk07uR0wYcgfH9vB.jpg
351694,"[14, 16, 35]",Monkey King: Hero Is Back,"The all-powerful Monkey King once roamed freely between Heaven and Earth, but after angering the Gods, he was imprisoned within an ice cage deep within the mountains. 500 years later, monsters attack a small village and a child flees to the mountains. Unknowingly, the child releases the Monkey King from his curse. With the help and encouragement from this special child, Monkey King saves the village from the evil monsters.",2015-07-10,zh,/lTaRCichc1Ogg63ZMbf6bVxVypk.jpg
323372,"[18, 53]",The Corpse of Anna Fritz,"Anna Fritz is a beautiful and famous actress. Suddenly her body is found in a hotel and the news of her death goes around the planet. The young, shy caretaker Pau works at the hospital where they carried the body of Anna Fritz. He and his friends  decide to take pictures of the body of Anna Fritz.  They decide they could make love to her and nobody would know. They are in front of Anna Fritz ... and can do with it what  they want.",2015-03-15,es,/A4FBEaJsdu5n4srYJyCI7v32lLY.jpg
